CustomerID,Age,Gender,Province,City,JoinDate,TenureYears_Reported,PrimaryAccountType,NumProductsHeld,AccountBalance,CreditScore,AnnualIncome,MonthlyTransactions,ComplaintsLast12M,HasOnlineBanking,HasMobileApp,PreferredChannel,MaritalStatus,EmploymentStatus,LastContactDate,Churned
CUS10231,46.0,Male,NL,Corner Brook,18/12/2022,2.0,Personal Loan,4,$696.33,666.0,43900.0,11,1,Yes,No,Phone,Married,Student,02-20-2023,No
CUS11357,29.0,Male,Saskatchewan,Regina,06-06-2015,9.6,RRSP,2,8931.26,731.0,106K,16,0,N,Yes,Mobile App,Single,Self-Employed,2019-07-04,Yes
CUS13012,36.0,Male,AB,Lethbridge,2013-11-11,11.1,RRSP,1,2809.63,755.0,98K,10,0,Yes,No,Mobile,Divorced,Part-Time,27/03/2018,No
CUS10852,59.0,M,alberta,Calgary,01/10/2021,3.2,TFSA,1,"$3,343.97",635.0,30600.0,4,0,0,Y,branch,Widowed,Retired,09-28-2023,No
CUS11005,37.0,F,BC,Vancouver,2019-05-17,5.6,Savings,1,3703.15,503.0,"$66,700",22,1,No,Yes,Mobile App,Single,Self-Employed,2022-09-24,No
CUS11997,37.0,,Ont.,London,2018-09-19,,Personal Loan,3,3595.75,683.0,88K,11,0,0,No,Phone Banking,Married,Full-Time,17-Oct-2020,No
CUS11835,57.0,female,NS,Halifax,20/06/2022,2.5,Chequing,3,4726.01,630.0,27500.0,8,0,Yes,No,phone,Married,Retired,26-Nov-2022,Yes
CUS13533,28.0,M,AB,Calgary,04/06/2022,2.6,RRSP,3,5093.84,607.0,24K,0,2,Yes,Yes,Mobile App,Widowed,Full-Time,2024-11-29,No
CUS10437,54.0,FEMALE,SK,Saskatoon,2015-03-16,9.8,Chequing,1,"$11,508.38",639.0,"$36,300",21,0,Yes,N,Branch,Divorced,Retired,01/02/2018,No
CUS11317,34.0,Male,British Columbia,Surrey,26/11/2016,,Personal Loan,1,"$14,860.84",760.0,95300.0,21,1,Yes,FALSE,Phone,Single,Unemployed,10-27-2017,Yes
CUS11624,41.0,FEMALE,NL,Corner Brook,02/06/2011,13.6,RRSP,3,"$1,678.87",812.0,59K,16,1,Yes,Yes,mobile app,,Self-Employed,23/02/2016,Yes
CUS11481,40.0,male,british columbia,Vancouver,2018-10-19,6.2,RRSP,2,13452.81,640.0,48000.0,25,1,Yes,No,Online banking,Divorced,Unemployed,"November 06, 2022",Yes
CUS11649,45.0,MALE,new brunswick,Moncton,2019-12-28,5.0,TFSA,2,"$3,117.80",625.0,70100.0,12,1,No,No,,Divorced,,30-Mar-2020,Yes
CUS11004,62.0,M,nova scotia,Sydney,20/06/2021,3.5,RRSP,4,19373.01,653.0,87800.0,14,1,Yes,Yes,Mobile,Widowed,Self-Employed,2021-09-02,No
CUS11279,32.0,F,nova scotia,Sydney,04-07-2020,4.7,TFSA,1,33487.06,679.0,"$55,700",1,0,No,No,App,Divorced,Part-Time,2023-06-26,Yes
CUS13081,48.0,Non-binary,QC,Gatineau,2013-10-27,11.2,RRSP,5,6451.04,693.0,63500.0,18,2,Y,Yes,Online,Divorced,Retired,2014-04-21,Yes
CUS11824,48.0,male,Manitoba,Brandon,2019-08-05,5.4,TFSA,3,9699.95,776.0,60900.0,18,0,Yes,No,Online,Married,Student,04-01-2022,Yes
CUS13633,50.0,FEMALE,B.C.,Victoria,05-26-2012,12.6,Credit Card,2,-1736.95,671.0,68300.0,5,0,N,No,App,Single,Full-Time,31/01/2023,Yes
CUS12770,27.0,Female,saskatchewan,Regina,12-06-2014,10.1,RRSP,3,2102.06,751.0,,9,0,No,0,Mobile,Single,Part-Time,26-Mar-2021,No
CUS11837,38.0,Male,Ontario,Ottawa,2019-07-07,5.5,Savings,2,1069.81,704.0,61300.0,22,1,0,Yes,phone,Single,Unemployed,2021-10-15,No
CUS10476,54.0,FEMALE,AB,Edmonton,2022-09-27,2.3,Savings,2,8809.22,844.0,45K,3,0,Y,N,Branch,Married,,2024-12-19,Yes
CUS12353,28.0,non-binary,Que.,Montreal,11/03/2021,3.8,Chequing,1,"$5,954.23",585.0,44300.0,14,1,Y,0,Phone Banking,Divorced,Student,24-Jan-2023,No
CUS12283,31.0,F,nova scotia,Halifax,2020-10-04,4.2,Personal Loan,3,"$1,455.08",774.0,93600.0,26,0,No,Y,phone,Widowed,Part-Time,2022-05-18,Yes
CUS13147,77.0,FEMALE,AB,Calgary,20/12/2010,14.0,Savings,3,"$1,617.68",787.0,"$54,200",23,0,Yes,Yes,Phone,Widowed,Part-Time,16/07/2022,No
CUS11547,54.0,male,quebec,Montreal,2019-11-11,5.1,Personal Loan,5,3175.03,805.0,"$77,000",9,0,No,0,branch,Single,Part-Time,06-24-2024,No
CUS10336,42.0,Male,SK,Regina,2020-05-14,4.6,Personal Loan,5,8560.81,594.0,45100.0,1,0,Y,N,phone,Widowed,Unemployed,2021-07-16,No
CUS13044,50.0,Male,QC,Quebec City,2011-07-16,13.5,Savings,3,1217.31,505.0,"$36,800",16,1,No,No,online,Single,Self-Employed,2015-07-02,Yes
CUS12618,50.0,M,B.C.,Victoria,06/06/2022,2.6,Personal Loan,4,3468.08,790.0,"$45,600",0,1,Y,N,Mobile,Single,Retired,2024-02-25,No
CUS10089,21.0,NON-BINARY,Saskatchewan,Regina,11-Apr-2019,5.7,Chequing,3,2548.3,782.0,63K,21,1,No,No,Online banking,Married,Self-Employed,2019-11-19,No
CUS10875,82.0,Female,NS,Sydney,2023-12-04,1.1,RRSP,1,"$2,160.44",590.0,"$35,800",6,0,1,Yes,branch,Single,Full-Time,2024-10-01,No
CUS13957,51.0,NON-BINARY,newfoundland,Corner Brook,04-21-2016,8.7,RRSP,2,"$3,942.71",653.0,40K,15,0,Yes,N,App,Widowed,Student,24/01/2023,No
CUS10544,,Non-binary,Ont.,London,2014-08-19,10.4,Personal Loan,2,6658.08,713.0,"$51,200",13,0,Yes,FALSE,Online banking,Widowed,Self-Employed,11/09/2023,No
CUS11242,31.0,Male,Newfoundland and Labrador,St. John's,18/03/2018,6.8,Savings,3,5634.95,752.0,145200.0,28,0,No,1,Online,Widowed,Self-Employed,12/07/2018,No
CUS13001,61.0,male,manitoba,Winnipeg,2017-06-10,7.6,Chequing,1,$677.28,714.0,"$117,100",17,0,No,1,online,Single,,2017-09-30,No
CUS12761,43.0,F,Saskatchewan,Regina,2017-12-07,7.1,RRSP,4,"$4,824.90",668.0,38K,20,2,TRUE,Yes,Online Banking,Married,Unemployed,2018-09-12,Yes
CUS13812,49.0,male,saskatchewan,Regina,09-16-2017,7.3,Credit Card,1,-552.41,641.0,50K,10,1,Yes,No,Branch ,Single,Full-Time,21/01/2024,No
CUS11881,45.0,F,newfoundland,Corner Brook,2016-03-31,,Chequing,4,2786.6,820.0,53000.0,7,0,Yes,Yes,online,Married,Student,2021-07-31,No
CUS14150,35.0,M,Manitoba,Winnipeg,02/09/2021,3.3,Savings,2,8603.33,645.0,126500.0,7,0,No,Yes,Online banking,Widowed,Retired,2024-06-14,No
CUS10727,30.0,FEMALE,Manitoba, Winnipeg ,2013-08-11,11.4,Personal Loan,2,2235.76,673.0,25400.0,15,1,No,Yes,Phone Banking,Single,,2022-01-22,Yes
CUS13742,21.0,M,NS,Sydney,2012-02-12,12.9,RRSP,3,964.2,,24900.0,2,0,Yes,Yes,Phone,Divorced,Full-Time,2018-02-03,No
CUS12270,36.0,FEMALE,AB,Red Deer,02-10-2020,4.9,RRSP,4,"$1,389.35",503.0,"$45,400",11,4,Y,Y,Mobile,Divorced,Full-Time,2023-12-30,Yes
CUS10320,43.0,Female,British Columbia,Vancouver,2012-11-10,12.1,Mortgage,1,$800.89,819.0,31K,21,3,No,No,Phone Banking,Single,Unemployed,2014-03-12,Yes
CUS10520,37.0,male,NL,Corner Brook,11-12-2011,13.1,Personal Loan,1,4543.39,589.0,43K,18,1,1,Yes,Phone Banking,Widowed,Full-Time,27/11/2017,No
CUS13480,59.0,Male,NS,Sydney,2012-05-24,12.6,Chequing,1,4326.22,0.0,76K,5,1,N,N,online,Married,Unemployed,2013-05-22,Yes
CUS10879,66.0,female,ontario,Mississauga,05-16-2018,6.6,Credit Card,2,-465.09,606.0,"$62,600",21,4,No,Yes,Mobile App,Divorced,Unemployed,2024-06-07,Yes
CUS14192,21.0,Male,pei,Charlottetown,24/04/2019,5.7,TFSA,5,42878.54,818.0,"$18,000",22,1,N,N,branch,Widowed,Self-Employed,04-27-2023,No
CUS10826,49.0,male,Nova Scotia, Halifax ,07/12/2015,9.1,Chequing,2,$770.35,736.0,"$31,000",8,1,0,Yes,online,Divorced,Full-Time,2022-11-13,No
CUS13247,46.0,Female,newfoundland,St. John's,2021-08-06,3.4,TFSA,3,2703.59,557.0,"$30,300",13,0,Yes,0,Online Banking,Married,Unemployed,2022-12-02,Yes
CUS11291,54.0,Female,newfoundland,Corner Brook,2023-06-18,1.5,Savings,3,26287.3,608.0,74000.0,0,1,TRUE,Yes,,Divorced,Full-Time,29/04/2024,No
CUS13079,63.0,F,Newfoundland and Labrador,Corner Brook,10/10/2020,4.2,Chequing,1,26851.32,559.0,154700.0,10,0,Y,0,Phone Banking,Divorced,Unemployed,12/10/2024,Yes
CUS13862,18.0,male,Prince Edward Island,Charlottetown,17/01/2012,13.0,Chequing,1,5471.58,751.0,"$31,300",19,0,No,No,In-Branch,Widowed,Unemployed,"October 16, 2021",No
CUS13831,44.0,FEMALE,Nova Scotia,Halifax,04-10-2018,6.7,Savings,2,6627.2,602.0,40300.0,7,0,No,N,Phone,Divorced,Part-Time,2019-04-28,No
CUS10139,58.0,male,QC,Montreal,2014-06-20,10.5,Mortgage,3,6093.23,542.0,42K,12,1,No,No,Branch,Divorced,Student,01-12-2020,Yes
CUS10164,63.0,M,Prince Edward Island,Charlottetown,18/09/2019,5.3,RRSP,1,2740.28,756.0,46K,20,0,Y,No,Branch,Widowed,Unemployed,2020-03-14,No
CUS11619,62.0,male,AB,Edmonton,25-Feb-2012,12.8,Chequing,2,"$3,053.62",705.0,42100.0,7,0,No,Yes,branch,Divorced,Part-Time,2015-04-07,Yes
CUS14178,36.0,F,ON,London,01-06-2013,12.0,RRSP,3,985.87,576.0,65K,23,0,No,Y,Online banking,Divorced,Retired,2022-01-01,No
CUS11792,45.0,Non-binary,nova scotia,Halifax,25/06/2010,14.5,Savings,1,1646.84,549.0,35K,23,2,0,No,App,Widowed,Self-Employed,08/01/2019,Yes
CUS11046,75.0,MALE,NS,Halifax,2021-06-03,3.6,RRSP,1,"$1,826.77",708.0,85100.0,27,0,Yes,Y,In-Branch,Widowed,Part-Time,20/12/2024,Yes
CUS10961,18.0,F,Alberta,Lethbridge,2014-11-23,10.1,Credit Card,2,2345.78,623.0,18000.0,12,0,No,0,Phone,Single,Self-Employed,20/12/2018,No
CUS12880,21.0,female,nova scotia,Sydney,2012-09-15,12.3,Personal Loan,3,7636.9,723.0,75000.0,4,0,No,Yes,Online banking,Single,Part-Time,11/12/2019,No
CUS11751,59.0,F,Nova Scotia,Sydney,05-Oct-2023,,Savings,3,"$11,024.38",530.0,109K,20,0,Yes,Yes,In-Branch,Married,Student,2024-07-29,No
CUS13865,25.0,M,quebec,Gatineau,2014-10-28,10.2,TFSA,1,5218.96,628.0,115K,9,0,Yes,1,online,Widowed,Self-Employed,2021-05-25,No
CUS13395,24.0,M,Nova Scotia,Halifax,29/07/2021,3.4,Savings,2,2646.25,569.0,"$49,300",11,0,N,1,Branch ,Married,,2024-01-03,Yes
CUS11505,79.0,female,PE,Charlottetown,06-26-2014,10.5,Personal Loan,1,1847.55,655.0,66K,18,0,0,N,branch,Widowed,Part-Time,2015-06-12,No
CUS13460,47.0,FEMALE,B.C.,Victoria,"July 16, 2018",6.5,Credit Card,1,$-343.61,676.0,,18,1,Yes,No,Online,Single,Student,2024-06-15,Yes
CUS11044,48.0,MALE,british columbia,Surrey,2018-12-27,6.0,Chequing,2,"$7,267.93",649.0,"$59,100",10,0,1,Yes,online,Single,Full-Time,12-06-2021,Yes
CUS13634,36.0,Male,ON,Ottawa,2012-03-25,12.8,Mortgage,4,11795.29,602.0,82400.0,17,3,0,0,Online,Single,Student,2018-06-14,No
CUS11060,64.0,NON-BINARY,pei,Charlottetown,23/01/2011,13.9,Savings,1,"$3,480.03",701.0,35500.0,7,0,Y,Yes,In-Branch,Widowed,Full-Time,12-13-2018,No
CUS12682,35.0,F,pei,Charlottetown,"August 11, 2022",2.4,Mortgage,3,2165.75,618.0,62K,32,0,Yes,FALSE,mobile app,Divorced,,2024-07-30,Yes
CUS13291,60.0,Male,newfoundland,Corner Brook,24-Sep-2011,13.3,Chequing,1,1615.8,593.0,"$66,300",17,0,Yes,N,App,Married,Self-Employed,2018-02-12,No
CUS10495,33.0,Female,BC,Kelowna,2021-10-03,3.2,Personal Loan,2,8292.46,697.0,36K,3,1,Yes,Y,,Single,Unemployed,07/09/2023,Yes
CUS10656,47.0,MALE,B.C.,Vancouver,2012-04-12,12.7,Savings,1,$865.35,709.0,"$42,600",23,4,Yes,Yes,Phone Banking,Married,Unemployed,2019-06-28,Yes
CUS12065,30.0,non-binary,NS,Halifax,2013-02-19,11.9,Chequing,2,11516.45,597.0,"$110,600",6,1,Yes,Yes,phone,Divorced,Unemployed,2015-05-09,Yes
CUS12965,34.0,NON-BINARY,saskatchewan,Saskatoon,04/11/2013,11.2,TFSA,5,6166.47,796.0,28900.0,26,1,No,Yes,In-Branch,Married,Student,02-07-2022,No
CUS13472,42.0,F,new brunswick,Moncton,2011-05-20,13.6,Mortgage,1,$948.96,789.0,75100.0,8,0,Yes,No,branch,Divorced,Part-Time,03-15-2014,No
CUS10138,21.0,female,BC,Surrey,01-17-2016,9.0,Credit Card,2,"$2,699.30",639.0,59100.0,15,0,Yes,Yes,Phone,Married,Retired,01-Dec-2021,No
CUS13532,59.0,Male,PE,Charlottetown,03/03/2011,13.8,Credit Card,2,6842.76,640.0,32K,11,0,1,0,Phone,Single,Student,2019-01-01,No
CUS11977,52.0,MALE,Manitoba,Brandon,2022-07-08,2.5,TFSA,3,"$3,334.96",485.0,"$82,000",20,0,0,1,Mobile App,Single,Part-Time,2022-09-19,No
CUS11582,23.0,female,Que.,Laval,07/12/2021,3.1,Personal Loan,1,1656.65,715.0,46K,13,3,0,No,Mobile App,Widowed,Unemployed,2022-07-16,Yes
CUS10698,44.0,M,Ont., London ,2022-07-21,2.4,Savings,1,"$11,208.15",723.0,,19,0,No,N,Phone,Widowed,Full-Time,2023-05-20,No
CUS11098,31.0,Male,Alta.,Edmonton,2011-12-24,13.0,Mortgage,4,8712.41,639.0,"$60,500",25,1,N,Yes,Phone Banking,Single,Part-Time,14/11/2022,No
CUS13402,49.0,Female,Quebec,Quebec City,11/10/2019,5.2,Savings,2,664.8,,53300.0,25,0,N,No,Online,Widowed,Self-Employed,2022-10-11,No
CUS14132,63.0,F,Newfoundland and Labrador,Corner Brook,27-Oct-2011,13.2,Personal Loan,1,"$2,853.34",652.0,85K,9,0,Yes,1,phone,Divorced,Retired,04-22-2022,Yes
CUS12454,29.0,MALE,nova scotia,Sydney,2014-02-11,10.9,Credit Card,3,-1265.89,704.0,"$38,900",22,0,No,No,Phone,Single,Self-Employed,2016-05-20,No
CUS12497,33.0,Male,Alberta,Red Deer,2013-09-26,11.3,Credit Card,2,12847.29,,27400.0,17,0,No,Yes,Online banking,Divorced,Student,2023-07-09,No
CUS11393,68.0,female,British Columbia,Vancouver,13/09/2011,13.3,Chequing,1,1194.17,777.0,52K,13,0,No,No,Online,Single,Self-Employed,09/03/2013,No
CUS12084,60.0,F,NB,Moncton,19/09/2023,1.3,Personal Loan,2,2545.9,586.0,"$38,100",17,0,No,No,,Widowed,Retired,19-Apr-2024,Yes
CUS11267,48.0,female,British Columbia,Surrey,"October 21, 2016",8.2,Mortgage,3,2645.85,580.0,84500.0,1,0,No,0,Online,Widowed,Unemployed,2018-12-16,No
CUS12376,57.0,male,Manitoba,Brandon,03-06-2019,5.8,Savings,1,"$1,037.38",640.0,"$59,300",22,0,No,No,Online banking,Single,Self-Employed,2022-11-12,Yes
CUS12366,39.0,M,new brunswick,Moncton,2011-09-11,13.3,Personal Loan,2,6290.37,590.0,"$41,200",25,0,No,Yes,branch,Single,Self-Employed,2021-09-03,No
CUS10136,47.0,Female,ontario,Mississauga,2011-12-14,13.0,RRSP,3,9215.43,697.0,55300.0,3,0,No,1,Phone Banking,,Full-Time,02/10/2023,No
CUS11170,23.0,FEMALE,New Brunswick,Moncton,27/01/2017,7.9,RRSP,3,$397.88,665.0,"$42,200",25,0,TRUE,Y,Online,Divorced,Full-Time,2021-09-29,No
CUS12575,30.0,Non-binary,PE,Charlottetown,11-02-2022,2.2,Credit Card,2,1205.18,753.0,31900.0,0,0,Yes,0,Online banking,Widowed,Student,03/01/2023,No
CUS12136,30.0,Male,British Columbia,Surrey,2013-02-12,11.9,Mortgage,1,6457.61,654.0,,19,0,No,1,Mobile,Married,Part-Time,2015-05-20,No
CUS11504,48.0,MALE,Quebec,Quebec City,12-21-2019,5.0,Personal Loan,3,5230.95,550.0,58K,10,0,FALSE,Yes,mobile app,Married,Retired,2021-05-03,No
CUS11363,,female,Prince Edward Island,Charlottetown,23-Sep-2016,8.3,TFSA,5,"$7,288.26",717.0,124400.0,11,1,N,1,Mobile,Widowed,Self-Employed,2020-07-22,No
CUS13599,,F,Alta.,Edmonton,2019-06-06,5.6,Personal Loan,1,"$1,434.59",662.0,29K,10,2,N,Y,Phone Banking,,Student,07-06-2021,Yes
CUS13368,32.0,Female,pei, Charlottetown ,2011-08-29,13.3,Credit Card,3,$-247.57,695.0,"$43,900",11,0,Yes,Yes,App,Divorced,Part-Time,2023-04-21,No
CUS10149,66.0,Male,pei,Charlottetown,09-Apr-2012,12.7,Personal Loan,1,"$2,992.59",698.0,22K,13,0,Yes,FALSE,Mobile,Single,Full-Time,04-Aug-2014,No
CUS10304,61.0,female,nova scotia,Halifax,"May 20, 2021",3.6,Chequing,2,4925.76,562.0,18000.0,8,0,N,TRUE,phone,Married,Self-Employed,2021-06-29,No
CUS13263,64.0,male,british columbia, Victoria ,2018-07-18,,TFSA,1,"$1,899.86",651.0,35K,11,0,TRUE,No,Online banking,Divorced,Student,2021-01-22,No
CUS11018,32.0,F,alberta,Lethbridge,2020-07-14,4.5,Credit Card,2,14544.75,661.0,102K,16,0,N,0,In-Branch,Widowed,Retired,30-Aug-2022,Yes
CUS11925,45.0,male,Nova Scotia,Sydney,2021-07-18,3.5,TFSA,2,$944.28,686.0,30K,21,1,N,Yes,online,Married,Student,18/06/2024,No
CUS11053,70.0,M,SK,Saskatoon,2019-11-19,5.1,Chequing,2,4170.97,533.0,"$42,200",11,0,No,No,Phone Banking,Married,Part-Time,15/09/2024,Yes
CUS14109,25.0,Female,pei,Charlottetown,01-Jan-2020,5.0,Savings,1,10788.92,681.0,39K,8,0,Yes,Yes,phone,Divorced,Retired,2020-04-05,Yes
CUS12414,18.0,male,Ont.,Mississauga,2019-02-14,5.9,Personal Loan,1,2777.16,818.0,"$107,900",16,0,No,No,Phone,Divorced,Retired,10-Jun-2021,No
CUS12638,35.0,non-binary,Alberta,Red Deer,2017-09-01,7.3,TFSA,2,10845.9,635.0,62K,0,1,Yes,1,Online banking,Divorced,Self-Employed,2020-01-29,Yes
CUS13520,48.0,M,ontario,Toronto,2020-08-25,4.4,Credit Card,2,3606.23,900.0,52K,18,0,Y,No,Branch ,Married,Part-Time,2020-10-10,No
CUS11905,,MALE,NB,Moncton,21/06/2021,3.5,Personal Loan,2,3883.92,787.0,48K,16,0,Yes,0,Phone Banking,Married,,14/07/2023,No
CUS13919,55.0,F,quebec,Gatineau,19-Dec-2023,1.0,RRSP,3,"$16,844.48",684.0,,10,0,No,No,Phone,Single,Student,06/04/2024,No
CUS10199,42.0,Non-binary,QC,Quebec City,2012-05-14,12.6,Credit Card,2,-352.61,685.0,22K,18,0,No,Y,branch,Divorced,Retired,"October 13, 2024",No
CUS11769,26.0,Male,Manitoba,Winnipeg,"July 10, 2015",9.5,Personal Loan,2,4013.94,753.0,115K,8,0,1,No,phone,Divorced,,03/12/2016,No
CUS12876,36.0,Female,AB,Edmonton,09-07-2022,2.3,Savings,3,"$1,704.51",650.0,58K,5,0,Yes,No,phone,Divorced,Self-Employed,2024-07-21,Yes
CUS12241,43.0,MALE,NL,St. John's,2012-06-26,12.5,Mortgage,2,2417.89,612.0,"$37,000",23,0,N,0,phone,Single,Part-Time,"April 01, 2024",No
CUS10405,32.0,Male,Ontario,London,2012-05-27,,TFSA,4,"$4,029.98",584.0,106K,3,0,0,Yes,phone,Widowed,Unemployed,23-Feb-2017,No
CUS14007,24.0,female,Ont.,Mississauga,2011-02-27,13.8,Personal Loan,1,5848.11,837.0,44K,14,0,Yes,No,Online banking,Widowed,Full-Time,2012-03-24,No
CUS11585,48.0,FEMALE,Que.,Laval,12/05/2023,1.6,Personal Loan,4,"$1,921.56",670.0,"$90,300",0,1,No,No,Phone,Married,Student,14/06/2024,Yes
CUS10484,30.0,F,NS,Halifax,01-24-2014,10.9,TFSA,1,"$1,342.86",664.0,"$76,700",22,0,Yes,Yes,Phone,Divorced,Part-Time,2017-02-20,Yes
CUS11183,60.0,male,Alberta,Edmonton,2018-06-03,6.6,Credit Card,1,"$-1,053.72",799.0,51300.0,9,0,Y,TRUE,phone,Widowed,Student,2020-12-12,Yes
CUS11340,50.0,female,Alta.,Calgary,2023-06-15,1.5,Credit Card,2,"$2,595.85",654.0,86900.0,5,1,No,N,phone,Single,Part-Time,2023-10-31,No
CUS11281,37.0,FEMALE,Saskatchewan,Saskatoon,2010-09-14,14.3,Personal Loan,4,"$14,462.31",873.0,51900.0,8,1,1,Yes,Online banking,Widowed,Part-Time,04-24-2019,No
CUS11032,63.0,Female,ontario,Toronto,2021-01-24,3.9,Credit Card,2,1084.39,623.0,52K,14,0,Yes,Y,mobile app,Married,Full-Time,2022-01-20,No
CUS10792,60.0,male,NB,Saint John,12/09/2018,6.3,TFSA,3,"$9,271.56",664.0,56200.0,20,1,TRUE,No,Mobile App,Married,Full-Time,2020-03-24,
CUS10800,41.0,Female,new brunswick,Saint John,2019-12-25,5.0,RRSP,2,14046.35,655.0,20100.0,6,1,Yes,Y,Phone,Widowed,Self-Employed,08/10/2021,No
CUS12433,37.0,Male,Nova Scotia,Sydney,2019-09-06,5.3,Personal Loan,2,2127.19,781.0,,16,0,No,0,mobile app,Married,Part-Time,2021-03-22,Yes
CUS12799,48.0,Female,saskatchewan,Saskatoon,2022-06-05,2.6,TFSA,3,"$33,898.39",683.0,52K,18,0,Yes,0,online,Divorced,Student,2024-01-08,Yes
CUS11202,27.0,FEMALE,pei,Charlottetown,18-Jun-2020,4.5,TFSA,2,4212.98,397.0,,4,0,Y,0,online,Divorced,Student,08/04/2023,No
CUS10423,73.0,FEMALE,Alberta,Red Deer,2011-12-06,13.1,Savings,2,$758.77,665.0,61900.0,6,0,FALSE,Yes,Branch ,Divorced,Self-Employed,16/08/2022,Yes
CUS12363,21.0,MALE,nova scotia,Sydney,"April 08, 2011",13.7,Chequing,2,"$1,131.63",729.0,32K,16,0,Yes,0,Mobile App,Married,Self-Employed,"June 06, 2019",No
CUS11952,44.0,FEMALE,nova scotia,Sydney,2023-08-12,1.4,TFSA,4,"$4,262.36",685.0,115K,21,0,Yes,Yes,phone,Divorced,Self-Employed,05-12-2024,No
CUS13070,18.0,MALE,PE,Charlottetown,25/10/2021,3.2,Credit Card,2,"$3,436.41",591.0,56K,13,1,Yes,1,phone,Widowed,Part-Time,2023-07-24,No
CUS11884,62.0,F,Quebec,Quebec City,09/10/2018,6.2,Savings,3,"$9,218.88",608.0,54700.0,13,1,N,Yes,Phone Banking,Widowed,Unemployed,2021-03-03,No
CUS13922,24.0,M,Alberta,Lethbridge,2014-09-17,10.3,Personal Loan,2,"$3,961.52",693.0,58K,9,0,0,N,Branch,Divorced,Self-Employed,2018-01-29,
CUS14168,50.0,male,nova scotia,Sydney,07-May-2023,1.7,Chequing,2,"$15,675.48",690.0,114300.0,16,1,1,N,App,Single,Student,2024-02-12,Yes
CUS11480,59.0,MALE,NL,St. John's,05-08-2011,13.7,Chequing,1,3171.43,762.0,46K,19,0,Yes,N,mobile app,Divorced,Part-Time,2021-10-17,Yes
CUS12592,56.0,M,BC,Surrey,17/10/2022,2.2,Credit Card,1,-990.8,668.0,"$38,500",13,1,Yes,Yes,online,Widowed,Student,2024-06-25,Yes
CUS12962,27.0,female,ontario,Mississauga,14-Jan-2020,5.0,TFSA,2,"$4,652.46",892.0,"$80,400",0,0,Yes,Yes,Phone Banking,Divorced,Part-Time,2021-10-28,No
CUS11929,24.0,male,Quebec,Laval,2013-08-18,11.4,Chequing,2,"$3,604.61",750.0,"$40,400",9,0,No,Yes,Online,Single,Full-Time,09-28-2024,No
CUS12711,48.0,Male,nova scotia,Halifax,03-06-2013,11.8,RRSP,2,1004.19,784.0,46K,26,3,Yes,No,Mobile App,Single,Self-Employed,2021-08-05,Yes
CUS13786,30.0,M,Saskatchewan, Regina ,04-28-2019,5.7,Personal Loan,5,"$12,637.16",,"$102,200",18,0,0,No,In-Branch,Widowed,Self-Employed,13/01/2022,No
CUS11530,,female,NL,St. John's,2018-11-11,6.1,Personal Loan,2,"$10,136.92",663.0,27500.0,11,4,Yes,Yes,Phone Banking,Single,,27-Mar-2022,Yes
CUS10903,52.0,male,NL,Corner Brook,2022-09-19,2.3,Mortgage,2,2723.72,765.0,94K,14,0,0,0,Online Banking,Widowed,Unemployed,2023-04-27,No
CUS12810,33.0,M,PE,Charlottetown,2022-07-03,2.5,Credit Card,1,1055.05,858.0,"$57,100",0,0,Y,No,Online banking,Divorced,Full-Time,2024-01-04,No
CUS10686,33.0,F,Ontario,Ottawa,10-05-2012,12.2,Savings,5,369.18,697.0,69K,24,0,No,No,Mobile App,Married,Part-Time,22-Mar-2014,Yes
CUS11552,55.0,,british columbia, Surrey ,2020-08-31,4.3,Savings,4,3424.48,751.0,50K,14,0,N,Yes,Online,Divorced,,2021-01-28,No
CUS12482,49.0,Female,newfoundland,St. John's,15/11/2016,8.1,Mortgage,1,4191.91,,43800.0,2,0,No,No,online,Married,Retired,21/06/2017,Yes
CUS10160,34.0,Male,BC,Surrey,2019-08-12,5.4,TFSA,1,14617.9,619.0,53600.0,12,0,Yes,No,Mobile App,Divorced,Unemployed,09-03-2023,Yes
CUS11000,,Male,British Columbia,Surrey,2018-10-07,6.2,Credit Card,1,"$3,803.85",704.0,75K,3,0,No,No,Phone,Married,Unemployed,08-10-2022,Yes
CUS13664,42.0,FEMALE,Nova Scotia,Halifax,29/07/2013,11.4,TFSA,2,"$3,470.20",455.0,"$54,400",0,0,1,1,Phone,Divorced,Full-Time,14-Dec-2022,No
CUS10561,32.0,male,PE,Charlottetown,2014-06-09,10.6,RRSP,4,38035.82,502.0,57K,12,4,Yes,No,Mobile App,Widowed,Student,2024-04-01,Yes
CUS12251,49.0,F,ontario,London,16/11/2013,11.1,Chequing,1,8229.98,636.0,"$59,500",15,1,1,N,Phone,Married,,2016-05-25,No
CUS13072,50.0,F,Quebec,Laval,2018-04-08,6.7,Savings,1,1148.15,735.0,21800.0,7,0,1,Y,In-Branch,Divorced,Student,2019-07-06,No
CUS13952,44.0,Male,Newfoundland and Labrador,Corner Brook,2013-03-02,11.8,Savings,2,4766.81,645.0,34K,18,0,Yes,Y,,Divorced,Retired,02-Oct-2017,Yes
CUS12690,,M,Manitoba,Winnipeg,30-Sep-2010,14.3,Chequing,2,"$1,312.50",687.0,"$79,400",5,1,Y,Y,Phone Banking,Single,,2023-05-11,No
